engine_size,horsepower,weight,fuel_consumption,age,doors,brand,fuel_type,country,dealer_id,price
1.7000000000000006,115.0,869,7.5,15,3,Hyundai,hybrid,Italy,101.0,5169
3.0000000000000018,200.0,1475,10.2,14,3,Skoda,hybrid,Germany,101.0,14032
2.300000000000001,164.0,1181,9.0,14,5,Renault,hybrid,South Korea,101.0,11240
2.5000000000000013,162.0,1220,9.2,15,5,Toyota,hybrid,Czech Republic,101.0,9588
2.300000000000001,157.0,1110,9.0,1,3,Fiat,diesel,Italy,101.0,16720
1.5000000000000004,104.0,700,7.5,1,5,BMW,hybrid,France,101.0,10420
2.6000000000000014,194.0,1263,9.7,13,3,Volvo,gasoline,Czech Republic,101.0,13717
2.6000000000000014,191.0,1280,9.7,11,5,Toyota,hybrid,Czech Republic,101.0,13627
1.5000000000000004,117.0,738,7.5,12,3,Volvo,hybrid,Sweden,101.0,7821
2.4000000000000012,174.0,1235,9.2,2,5,Ford,hybrid,Czech Republic,101.0,17683
2.300000000000001,166.0,1123,,3,3,Mercedes,gasoline,Spain,101.0,15760
3.0000000000000018,211.0,1503,10.1,8,3,Kia,gasoline,Czech Republic,101.0,17328
1.5000000000000004,116.0,766,7.2,7,5,Renault,gasoline,South Korea,101.0,9889
1.4000000000000004,97.0,660,7.2,7,3,Mercedes,hybrid,Germany,101.0,7595
1.3000000000000003,88.0,650,6.9,2,3,Volvo,hybrid,Italy,101.0,9988
1.0,71.0,463,6.1,4,5,Ford,hybrid,France,101.0,6515
3.200000000000002,223.0,1623,,10,5,BMW,diesel,South Korea,101.0,17912
1.0,58.0,471,6.1,2,3,Ford,hybrid,Spain,101.0,5922
1.6000000000000005,110.0,848,7.2,13,5,Peugeot,hybrid,Czech Republic,101.0,4977
2.4000000000000012,176.0,1184,,2,5,Renault,gasoline,South Korea,101.0,18412
3.200000000000002,,1611,10.6,3,5,BMW,gasoline,Sweden,101.0,20760
3.400000000000002,,1665,,4,5,Volvo,gasoline,Germany,101.0,22277
1.5000000000000004,90.0,791,7.1,2,3,Kia,hybrid,Spain,101.0,10605
1.1,65.0,550,6.5,15,3,Skoda,hybrid,Sweden,101.0,174
1.9000000000000008,132.0,983,8.2,8,3,Volvo,diesel,Japan,101.0,11320
2.4000000000000012,173.0,1172,9.2,6,5,Volvo,diesel,France,101.0,15811
1.8000000000000007,129.0,861,7.7,14,5,Volkswagen,gasoline,Germany,101.0,7794
1.3000000000000003,82.0,679,6.9,4,5,Skoda,hybrid,Sweden,101.0,8766
1.2000000000000002,87.0,573,6.6,10,5,Audi,gasoline,Germany,101.0,5257
2.8000000000000016,182.0,1398,10.0,15,3,Audi,diesel,Italy,101.0,12651
2.4000000000000012,162.0,1153,9.1,8,3,BMW,gasoline,Japan,101.0,12927
1.9000000000000008,126.0,970,8.0,11,3,Peugeot,hybrid,Japan,101.0,8940
2.9000000000000017,202.0,1489,9.9,2,3,Opel,hybrid,Japan,101.0,20518
1.2000000000000002,84.0,642,6.5,4,5,Volkswagen,diesel,South Korea,101.0,8166
3.500000000000002,251.0,1776,11.2,11,5,Skoda,hybrid,France,101.0,20226
1.6000000000000005,120.0,778,7.4,13,3,Renault,gasoline,Germany,101.0,6336
1.1,75.0,545,6.5,0,3,Seat,gasoline,Czech Republic,101.0,8227
3.200000000000002,218.0,1573,10.7,5,3,Opel,gasoline,France,101.0,19281
1.6000000000000005,103.0,842,7.3,6,3,Skoda,hybrid,Sweden,101.0,8895
1.3000000000000003,95.0,680,6.8,0,3,Volkswagen,diesel,South Korea,101.0,11516
2.9000000000000017,196.0,1431,10.0,9,5,Peugeot,diesel,Japan,101.0,15220
2.4000000000000012,158.0,1219,9.1,11,5,Skoda,hybrid,Czech Republic,101.0,12126
1.3000000000000003,81.0,660,6.9,8,5,Ford,gasoline,Italy,101.0,6121
1.5000000000000004,116.0,786,7.2,9,5,Peugeot,diesel,Czech Republic,101.0,9234
2.100000000000001,137.0,1044,8.5,3,3,Volvo,hybrid,Germany,101.0,12614
2.100000000000001,133.0,1081,8.4,10,5,Mercedes,diesel,Italy,101.0,10518
1.0,69.0,528,6.4,8,3,Mercedes,diesel,South Korea,101.0,5372
1.6000000000000005,100.0,845,7.6,3,5,Audi,diesel,Spain,101.0,9748
2.100000000000001,136.0,1053,8.5,9,5,Peugeot,diesel,South Korea,101.0,11140
2.4000000000000012,156.0,1199,,12,3,Renault,diesel,Czech Republic,101.0,11274
2.4000000000000012,169.0,1226,9.0,15,5,Opel,diesel,Sweden,101.0,9521
2.9000000000000017,196.0,1454,10.2,5,5,Fiat,hybrid,Czech Republic,101.0,19006
1.4000000000000004,104.0,709,6.9,15,5,Fiat,gasoline,Spain,101.0,4324
2.300000000000001,169.0,1100,9.0,14,5,BMW,hybrid,France,101.0,10651
2.300000000000001,155.0,1131,8.7,3,5,Kia,gasoline,Spain,101.0,14267
2.300000000000001,148.0,1137,8.8,15,3,Fiat,gasoline,South Korea,101.0,8040
2.000000000000001,125.0,989,8.1,8,5,BMW,gasoline,Japan,101.0,9463
2.4000000000000012,164.0,1179,9.2,11,3,Toyota,hybrid,Italy,101.0,11644
1.4000000000000004,87.0,655,7.0,5,3,Renault,diesel,Japan,101.0,8438
3.200000000000002,238.0,1554,10.8,14,3,Peugeot,diesel,France,101.0,18136
2.000000000000001,134.0,998,8.4,7,5,Hyundai,gasoline,Spain,101.0,12000
2.8000000000000016,209.0,1350,10.0,3,3,Volkswagen,hybrid,Czech Republic,101.0,20024
2.9000000000000017,213.0,1498,9.9,5,5,Seat,hybrid,Italy,101.0,20324
2.000000000000001,130.0,977,8.3,11,5,Ford,diesel,Sweden,101.0,9341
2.5000000000000013,187.0,1294,9.0,2,5,Audi,diesel,Sweden,101.0,18364
2.100000000000001,133.0,1064,8.6,6,3,Skoda,diesel,Sweden,101.0,10859
2.200000000000001,168.0,1148,8.7,5,5,Renault,gasoline,South Korea,101.0,15509
2.7000000000000015,175.0,1340,9.5,14,3,Audi,hybrid,Czech Republic,101.0,12297
2.8000000000000016,205.0,1438,9.8,3,3,Fiat,diesel,Czech Republic,101.0,19081
1.7000000000000006,104.0,875,7.8,0,5,Ford,gasoline,France,101.0,12425
1.0,76.0,459,6.3,2,5,Mercedes,gasoline,Sweden,101.0,7403
2.000000000000001,130.0,1029,8.3,4,3,Volkswagen,hybrid,South Korea,101.0,11860
2.200000000000001,143.0,1083,8.7,12,5,Toyota,gasoline,South Korea,101.0,9512
2.7000000000000015,182.0,1355,9.6,7,5,Peugeot,hybrid,Japan,101.0,14975
2.5000000000000013,186.0,1281,9.1,15,5,Peugeot,diesel,France,101.0,12845
2.000000000000001,139.0,984,8.4,5,3,Kia,gasoline,Japan,101.0,13251
3.300000000000002,242.0,1673,10.7,11,5,Peugeot,diesel,France,101.0,19205
3.0000000000000018,198.0,1515,10.4,7,3,Renault,hybrid,Italy,101.0,17818
2.5000000000000013,177.0,1269,9.1,5,3,Volkswagen,diesel,France,101.0,15445
1.8000000000000007,125.0,943,7.9,9,5,Peugeot,gasoline,Japan,101.0,10290
1.8000000000000007,120.0,932,7.8,7,5,Skoda,gasoline,South Korea,101.0,10838
2.9000000000000017,204.0,1404,10.1,3,3,Renault,diesel,France,101.0,19722
1.4000000000000004,91.0,670,7.0,3,3,Toyota,hybrid,Sweden,101.0,8520
3.300000000000002,223.0,1698,10.8,15,5,Opel,hybrid,France,101.0,16357
1.3000000000000003,84.0,656,6.7,7,5,Ford,gasoline,Czech Republic,101.0,7454
1.2000000000000002,91.0,608,6.8,7,3,BMW,gasoline,Japan,101.0,6263
3.400000000000002,225.0,1748,11.0,15,5,BMW,gasoline,France,101.0,16360
1.9000000000000008,,984,7.9,6,5,Fiat,hybrid,Czech Republic,101.0,10915
2.000000000000001,127.0,1027,8.3,9,3,Renault,hybrid,Czech Republic,101.0,9070
2.000000000000001,,987,8.2,13,3,Audi,diesel,Italy,101.0,8254
2.000000000000001,142.0,1040,8.2,5,5,Renault,gasoline,Italy,101.0,12040
3.400000000000002,236.0,1680,10.9,12,3,Volkswagen,gasoline,France,101.0,18731
2.8000000000000016,185.0,1353,10.1,10,5,Hyundai,gasoline,Germany,101.0,14123
1.0,59.0,498,6.2,5,3,Mercedes,hybrid,Japan,101.0,5325
1.4000000000000004,97.0,660,,6,5,Skoda,diesel,Germany,101.0,8427
3.500000000000002,233.0,1773,11.4,1,3,Seat,gasoline,Germany,101.0,24512
2.7000000000000015,180.0,1383,9.8,15,5,Audi,gasoline,South Korea,101.0,12024
3.400000000000002,223.0,1718,,13,3,Volkswagen,diesel,Czech Republic,101.0,17115
3.400000000000002,225.0,1663,11.1,3,5,Kia,gasoline,Italy,101.0,22743
2.000000000000001,144.0,1027,8.4,4,5,Mercedes,gasoline,Italy,101.0,14154
1.5000000000000004,96.0,739,7.3,12,3,Volkswagen,diesel,Spain,101.0,4999
1.4000000000000004,85.0,651,,3,5,Fiat,gasoline,Sweden,101.0,9170
2.5000000000000013,179.0,1263,9.0,4,3,Peugeot,diesel,Italy,101.0,16506
2.100000000000001,161.0,1068,8.6,12,3,Hyundai,diesel,Italy,101.0,10875
3.500000000000002,244.0,1733,11.1,2,3,Hyundai,hybrid,Germany,101.0,23360
1.2000000000000002,96.0,621,6.7,8,5,Seat,hybrid,Germany,101.0,7092
2.8000000000000016,184.0,1354,9.9,5,5,Skoda,hybrid,South Korea,101.0,16842
1.1,82.0,593,6.4,10,3,Hyundai,diesel,Czech Republic,101.0,3737
2.5000000000000013,177.0,1256,9.3,12,3,Toyota,gasoline,France,101.0,12198
2.7000000000000015,174.0,1327,9.9,10,5,Volvo,gasoline,Germany,101.0,13586
2.4000000000000012,170.0,1200,8.9,13,3,Seat,gasoline,Italy,101.0,12215
3.0000000000000018,203.0,1462,10.3,9,3,Hyundai,hybrid,Sweden,101.0,16292
2.5000000000000013,177.0,1201,9.3,5,3,Hyundai,diesel,South Korea,101.0,15749
1.6000000000000005,107.0,841,7.5,10,3,Opel,diesel,Sweden,101.0,7031
2.4000000000000012,157.0,1197,9.2,10,5,Seat,gasoline,South Korea,101.0,11135
2.300000000000001,150.0,1183,8.8,11,3,Kia,diesel,France,101.0,10311
1.2000000000000002,93.0,621,6.8,11,5,Renault,diesel,France,101.0,4346
1.1,69.0,518,6.4,8,5,Opel,gasoline,South Korea,101.0,3915
2.4000000000000012,178.0,1238,8.9,9,3,BMW,gasoline,South Korea,101.0,13873
1.7000000000000006,113.0,859,7.8,1,3,Volvo,diesel,Italy,101.0,13142
1.2000000000000002,87.0,572,6.7,2,5,Toyota,hybrid,Sweden,101.0,9024
1.3000000000000003,,677,6.8,6,5,Mercedes,hybrid,Italy,101.0,8074
1.5000000000000004,90.0,709,7.1,3,3,Volvo,hybrid,Japan,101.0,8824
3.500000000000002,251.0,1780,11.2,2,3,Kia,gasoline,South Korea,101.0,24334
1.3000000000000003,104.0,608,7.0,0,5,Kia,hybrid,South Korea,101.0,12422
3.400000000000002,225.0,1669,11.1,3,5,Toyota,hybrid,Italy,101.0,21287
2.7000000000000015,181.0,1355,9.7,4,3,Volvo,hybrid,Japan,101.0,17063
2.6000000000000014,196.0,1263,9.2,0,5,Skoda,diesel,South Korea,101.0,19385
2.000000000000001,133.0,951,8.3,3,3,BMW,gasoline,South Korea,101.0,12846
1.1,81.0,581,6.3,10,5,Renault,diesel,Japan,101.0,5198
2.9000000000000017,196.0,1492,10.2,5,3,Opel,diesel,Japan,101.0,18126
2.7000000000000015,192.0,1346,9.8,4,3,Ford,gasoline,South Korea,101.0,18166
1.0,77.0,456,6.1,8,5,Audi,gasoline,Germany,101.0,5374
1.1,78.0,548,6.5,2,5,Opel,gasoline,Sweden,101.0,7671
1.4000000000000004,84.0,685,7.3,7,5,Seat,gasoline,Japan,101.0,5954
2.9000000000000017,211.0,1456,10.2,4,3,Opel,hybrid,Germany,101.0,20325
1.0,72.0,524,6.5,15,5,Opel,hybrid,Sweden,101.0,1411
2.6000000000000014,192.0,1256,9.6,9,5,Volvo,hybrid,Germany,101.0,14807
1.4000000000000004,89.0,661,7.2,14,5,Mercedes,hybrid,France,101.0,2774
2.7000000000000015,180.0,1387,9.4,11,3,Skoda,gasoline,Sweden,101.0,13898
2.300000000000001,172.0,1156,8.9,2,5,Ford,diesel,Spain,101.0,17148
1.9000000000000008,124.0,969,8.1,3,5,Fiat,diesel,Czech Republic,101.0,12094
2.100000000000001,149.0,1096,8.2,11,5,Renault,hybrid,Czech Republic,101.0,10520
2.9000000000000017,190.0,1404,9.8,3,5,Hyundai,diesel,France,101.0,19146
1.4000000000000004,94.0,680,7.1,3,3,Audi,gasoline,Germany,101.0,9630
3.100000000000002,227.0,1594,10.3,5,5,Ford,gasoline,Germany,101.0,21743
1.9000000000000008,120.0,903,8.3,9,3,Toyota,hybrid,Czech Republic,101.0,9169
3.400000000000002,239.0,1710,10.9,6,3,Renault,gasoline,Japan,101.0,21340
1.6000000000000005,105.0,774,7.7,13,3,Skoda,diesel,Sweden,101.0,4574
1.1,77.0,560,6.2,14,5,Volvo,diesel,Czech Republic,101.0,2067
2.300000000000001,,1181,8.7,1,5,Fiat,hybrid,France,101.0,16677
1.7000000000000006,108.0,871,7.4,4,3,Peugeot,hybrid,Spain,101.0,9752
3.400000000000002,243.0,1714,11.1,6,5,Toyota,hybrid,Czech Republic,101.0,21035
2.100000000000001,142.0,1055,8.5,14,3,Hyundai,hybrid,Germany,101.0,9446
2.8000000000000016,204.0,1386,9.7,14,3,Seat,diesel,Spain,101.0,13486
3.500000000000002,239.0,1739,11.2,14,5,Opel,gasoline,France,101.0,16842
1.3000000000000003,81.0,606,6.7,6,5,Opel,diesel,Sweden,101.0,6487
1.4000000000000004,94.0,686,6.9,4,3,Opel,diesel,Japan,101.0,8308
2.100000000000001,138.0,1064,8.3,4,3,Toyota,gasoline,Spain,101.0,13748
3.500000000000002,248.0,1704,11.4,5,3,Fiat,hybrid,Japan,101.0,23428
3.200000000000002,210.0,1620,10.8,14,5,Volvo,gasoline,Sweden,101.0,14551
2.000000000000001,153.0,980,8.4,15,5,Peugeot,diesel,Spain,101.0,8898
1.6000000000000005,113.0,841,7.2,9,5,Ford,gasoline,Sweden,101.0,8994
1.1,77.0,557,6.5,9,3,Volkswagen,diesel,France,101.0,4367
3.500000000000002,255.0,1758,11.3,8,3,Fiat,gasoline,Spain,101.0,21885
2.4000000000000012,178.0,1170,8.8,14,3,Kia,hybrid,South Korea,101.0,12367
3.0000000000000018,213.0,1531,10.1,8,3,Volvo,hybrid,Italy,101.0,17798
2.7000000000000015,174.0,1397,9.5,7,3,BMW,diesel,France,101.0,14704
2.8000000000000016,194.0,1397,9.6,7,3,Opel,hybrid,Germany,101.0,17040
2.300000000000001,153.0,1193,8.8,1,3,Volkswagen,gasoline,Italy,101.0,16732
2.8000000000000016,193.0,1433,,5,5,Peugeot,gasoline,Germany,101.0,18345
1.4000000000000004,102.0,673,7.2,3,3,Volkswagen,diesel,Spain,101.0,9157
2.100000000000001,161.0,1045,8.4,4,5,Skoda,hybrid,Spain,101.0,15428
1.2000000000000002,93.0,638,6.8,5,3,Seat,hybrid,Spain,101.0,8309
3.400000000000002,248.0,1691,11.0,1,3,Renault,hybrid,Czech Republic,101.0,25002
3.400000000000002,243.0,1675,,0,3,BMW,gasoline,Czech Republic,101.0,24239
3.0000000000000018,213.0,1503,10.3,0,5,Mercedes,gasoline,Spain,101.0,21833
1.1,64.0,513,6.5,4,3,Toyota,gasoline,France,101.0,5257
1.8000000000000007,119.0,917,7.9,10,5,Seat,gasoline,Czech Republic,101.0,8179
2.9000000000000017,211.0,1402,10.1,3,5,Kia,gasoline,Sweden,101.0,19783
1.6000000000000005,119.0,781,7.4,10,3,Hyundai,diesel,Italy,101.0,7970
3.300000000000002,245.0,1653,10.9,5,3,Skoda,gasoline,South Korea,101.0,23227
2.100000000000001,133.0,1064,8.3,13,5,Ford,gasoline,Sweden,101.0,8745
1.2000000000000002,69.0,556,6.4,3,3,Volvo,hybrid,Germany,101.0,7142
1.2000000000000002,84.0,627,6.6,4,3,Volkswagen,gasoline,Japan,101.0,7615
1.5000000000000004,90.0,716,,6,5,Mercedes,hybrid,Germany,101.0,7752
1.2000000000000002,75.0,642,6.9,7,5,Volkswagen,hybrid,France,101.0,6172
1.2000000000000002,98.0,636,6.9,9,5,BMW,gasoline,France,101.0,6163
1.7000000000000006,105.0,814,7.5,6,5,Volkswagen,diesel,Sweden,101.0,10063
1.5000000000000004,102.0,748,7.4,12,5,Audi,diesel,Spain,101.0,5096
2.100000000000001,142.0,1012,8.5,11,5,Skoda,gasoline,Japan,101.0,9673
1.1,69.0,515,6.5,8,5,Fiat,diesel,Japan,101.0,5508
3.100000000000002,210.0,1536,10.3,3,5,Hyundai,gasoline,South Korea,101.0,19759
1.9000000000000008,119.0,968,8.2,15,3,Ford,hybrid,Japan,101.0,6377
2.100000000000001,146.0,1031,8.6,2,5,Kia,gasoline,South Korea,101.0,14273
2.7000000000000015,186.0,1369,9.8,14,5,Kia,gasoline,South Korea,101.0,12349
1.7000000000000006,114.0,824,7.5,0,5,Volkswagen,hybrid,France,101.0,12755
2.8000000000000016,206.0,1405,9.7,7,5,Peugeot,hybrid,Japan,101.0,17770
3.400000000000002,241.0,1743,11.0,9,3,Ford,hybrid,France,101.0,20976
1.6000000000000005,108.0,752,7.4,14,3,Opel,hybrid,Spain,101.0,5723
3.500000000000002,231.0,1738,11.2,4,5,Volvo,hybrid,Sweden,101.0,22936
2.300000000000001,172.0,1111,8.8,5,5,Volkswagen,diesel,Germany,101.0,14730
3.300000000000002,230.0,1685,10.8,1,3,Seat,diesel,France,101.0,23371
3.200000000000002,226.0,1559,10.6,7,3,Mercedes,hybrid,Czech Republic,101.0,19374
1.6000000000000005,109.0,752,7.6,11,5,Kia,hybrid,Spain,101.0,7684
1.1,74.0,582,6.5,1,5,Kia,diesel,France,101.0,7955
1.7000000000000006,111.0,811,7.5,9,5,Renault,hybrid,Italy,101.0,8262
3.0000000000000018,212.0,1532,10.1,3,5,Skoda,diesel,Japan,101.0,19870
2.6000000000000014,196.0,1281,9.7,5,5,Seat,gasoline,Sweden,101.0,18251
2.9000000000000017,216.0,1451,9.9,11,5,Volvo,hybrid,Germany,101.0,15744
1.2000000000000002,94.0,624,6.4,3,5,Seat,gasoline,Italy,101.0,8621
2.8000000000000016,188.0,1398,9.8,11,5,Skoda,hybrid,Sweden,101.0,14415
3.500000000000002,239.0,1745,11.3,9,3,Peugeot,hybrid,South Korea,101.0,20693
2.9000000000000017,204.0,1417,10.2,4,3,Toyota,gasoline,Germany,101.0,20096
3.0000000000000018,,1497,10.3,7,5,Renault,gasoline,Spain,101.0,17915
2.8000000000000016,206.0,1433,9.7,1,3,Skoda,hybrid,South Korea,101.0,20389
2.000000000000001,150.0,1003,8.2,0,5,Ford,diesel,France,101.0,16417
2.100000000000001,145.0,1080,8.6,0,3,Opel,hybrid,Italy,101.0,16477
1.2000000000000002,79.0,563,6.5,11,5,Mercedes,hybrid,Italy,101.0,3322
3.400000000000002,,1738,11.3,6,3,Volvo,hybrid,Italy,101.0,22419
1.5000000000000004,116.0,706,7.1,1,3,Toyota,diesel,Japan,101.0,12637
2.200000000000001,155.0,1055,8.7,15,3,Kia,diesel,Japan,101.0,8239
3.0000000000000018,209.0,1514,10.1,7,5,Toyota,gasoline,France,101.0,19173
1.8000000000000007,117.0,896,7.7,8,3,Seat,gasoline,Italy,101.0,8312
3.0000000000000018,199.0,1541,10.1,5,3,Hyundai,hybrid,Czech Republic,101.0,18328
3.300000000000002,245.0,1635,11.0,4,5,Audi,diesel,Sweden,101.0,22196
3.0000000000000018,196.0,1493,10.4,10,5,Volkswagen,hybrid,South Korea,101.0,14757
2.100000000000001,152.0,1041,8.4,1,5,BMW,diesel,Sweden,101.0,16334
1.3000000000000003,80.0,632,7.0,13,3,Kia,gasoline,Spain,101.0,3680
3.300000000000002,242.0,1688,10.8,0,3,Kia,diesel,Japan,101.0,25135
2.000000000000001,131.0,979,8.2,2,5,Toyota,hybrid,Japan,101.0,13841
1.7000000000000006,114.0,845,7.7,3,3,Kia,diesel,Spain,101.0,12087
3.0000000000000018,211.0,1470,10.1,2,3,Mercedes,hybrid,Spain,101.0,21105
2.6000000000000014,190.0,1254,9.3,3,5,Opel,gasoline,Czech Republic,101.0,17629
2.8000000000000016,202.0,1398,9.8,1,5,Kia,diesel,Italy,101.0,19561
2.000000000000001,132.0,992,8.1,3,5,Ford,hybrid,France,101.0,13253
2.4000000000000012,,1215,9.1,15,3,BMW,hybrid,Sweden,101.0,9595
1.6000000000000005,118.0,750,7.4,5,5,Audi,gasoline,Spain,101.0,9742
1.9000000000000008,138.0,946,7.8,6,5,Toyota,gasoline,France,101.0,11124
1.3000000000000003,77.0,614,,13,3,Fiat,diesel,Spain,101.0,2156
2.200000000000001,,1074,8.5,11,5,BMW,hybrid,Sweden,101.0,12294
3.400000000000002,251.0,1665,11.0,5,5,Opel,gasoline,France,101.0,23182
1.3000000000000003,96.0,698,7.0,1,3,Skoda,gasoline,Germany,101.0,11377
2.300000000000001,171.0,1106,8.6,4,3,Renault,hybrid,Sweden,101.0,16366
2.100000000000001,145.0,1013,8.3,12,5,BMW,gasoline,Sweden,101.0,9783
2.6000000000000014,188.0,1257,9.7,3,3,Seat,gasoline,Japan,101.0,18361
2.5000000000000013,167.0,1209,9.0,10,3,Volvo,diesel,Sweden,101.0,12746
2.200000000000001,145.0,1144,8.6,8,3,BMW,diesel,France,101.0,11065
1.6000000000000005,109.0,805,7.7,0,3,BMW,diesel,South Korea,101.0,11917
3.200000000000002,222.0,1616,10.8,10,3,Hyundai,diesel,Germany,101.0,18909
3.300000000000002,241.0,1603,11.1,2,3,Mercedes,hybrid,Czech Republic,101.0,23094
1.2000000000000002,84.0,647,6.8,14,3,BMW,diesel,Germany,101.0,2793
3.300000000000002,229.0,1618,10.6,5,3,Opel,diesel,Czech Republic,101.0,21808
2.000000000000001,137.0,972,8.1,10,3,Kia,diesel,France,101.0,9637
2.7000000000000015,185.0,1377,9.6,3,5,BMW,hybrid,Japan,101.0,17665
2.100000000000001,134.0,1021,8.6,5,5,Toyota,hybrid,Czech Republic,101.0,12906
1.3000000000000003,102.0,601,6.7,15,5,BMW,hybrid,France,101.0,4746
3.400000000000002,235.0,1657,10.8,11,3,Renault,gasoline,Japan,101.0,18788
3.100000000000002,210.0,1523,10.3,14,5,Hyundai,gasoline,Czech Republic,101.0,15574
3.300000000000002,219.0,1628,,0,5,Ford,gasoline,Japan,101.0,22410
2.7000000000000015,177.0,1336,9.8,5,5,Kia,hybrid,Japan,101.0,17149
2.6000000000000014,176.0,1255,9.6,12,3,Fiat,hybrid,Sweden,101.0,12473
3.0000000000000018,200.0,1478,10.4,9,5,Seat,gasoline,Italy,101.0,17232
1.7000000000000006,124.0,896,7.5,6,3,Hyundai,hybrid,Japan,101.0,11350
3.300000000000002,237.0,1617,11.0,12,3,Hyundai,gasoline,Sweden,101.0,19101
2.6000000000000014,174.0,1293,,1,5,Audi,hybrid,Japan,101.0,17546
2.9000000000000017,189.0,1487,10.2,0,5,Hyundai,gasoline,Sweden,101.0,19131
2.4000000000000012,171.0,1249,8.8,5,5,BMW,hybrid,Italy,101.0,16285
2.6000000000000014,188.0,1287,9.4,10,3,BMW,gasoline,Sweden,101.0,15609
3.300000000000002,244.0,1606,10.6,0,3,Hyundai,gasoline,Japan,101.0,25469
3.0000000000000018,197.0,1544,10.3,12,5,Mercedes,gasoline,Japan,101.0,14968
1.8000000000000007,128.0,919,,14,5,Seat,hybrid,Italy,101.0,7261
1.2000000000000002,97.0,635,6.7,0,3,Audi,diesel,Czech Republic,101.0,11273
2.8000000000000016,203.0,1397,9.7,0,3,Hyundai,hybrid,Sweden,101.0,20238
3.500000000000002,245.0,1712,11.0,4,5,Ford,gasoline,Germany,101.0,22534
1.6000000000000005,125.0,774,7.4,8,3,Audi,hybrid,Germany,101.0,9358
3.300000000000002,222.0,1605,11.0,8,5,Hyundai,hybrid,Sweden,101.0,19795
3.500000000000002,246.0,1713,11.4,14,3,Seat,diesel,South Korea,101.0,17525
3.500000000000002,241.0,1750,11.5,6,5,Mercedes,hybrid,Japan,101.0,21292
2.5000000000000013,178.0,1248,,0,5,Ford,gasoline,Japan,101.0,18122
1.8000000000000007,113.0,879,7.9,8,3,Fiat,gasoline,South Korea,101.0,8016
1.4000000000000004,89.0,677,6.9,3,5,Skoda,hybrid,Germany,101.0,9370
3.300000000000002,245.0,1629,10.7,11,3,Volkswagen,hybrid,Germany,101.0,19353
1.0,60.0,496,6.2,13,3,Volkswagen,gasoline,South Korea,101.0,1901
2.000000000000001,126.0,980,8.4,1,3,Ford,hybrid,Italy,101.0,12605
2.9000000000000017,216.0,1486,9.9,13,5,Ford,gasoline,France,101.0,16077
1.8000000000000007,113.0,937,7.9,12,3,Audi,gasoline,France,101.0,6688
2.300000000000001,148.0,1179,8.8,4,3,Mercedes,gasoline,South Korea,101.0,14723
1.7000000000000006,109.0,875,7.9,6,3,Toyota,hybrid,France,101.0,9736
2.300000000000001,173.0,1164,9.0,2,5,BMW,gasoline,South Korea,101.0,17782
3.300000000000002,243.0,1629,10.8,2,5,Renault,gasoline,Japan,101.0,24530
3.0000000000000018,222.0,1501,,0,5,Ford,hybrid,Sweden,101.0,23746
1.7000000000000006,125.0,816,7.5,4,3,Skoda,diesel,France,101.0,11093
